Tanggal,Rekening_Asal,Rekening_Tujuan,Jumlah,Jenis_Belanja,Deskripsi,Is_Anomaly
2023-08-07,ACC_KEMENDAG_090_840,ACC_KEMENPERIN_019_431,24369846980.97,Belanja Barang,Pengadaan barang operasional,0
2023-09-27,ACC_BPK_004_335,ACC_POLRI_060_585,24162523017.53,Belanja Barang,Belanja ATK dan operasional kantor,0
2023-07-18,ACC_PPATK_078_076,ACC_BRIN_124_787,25525599096.46,Belanja Subsidi,Subsidi bunga kredit program,0
2023-03-26,ACC_KEMENDAGRI_010_162,ACC_BPJS_NA_397,12757406435.32,Belanja Pembayaran Bunga Utang,Pembayaran kupon SUN,0
2023-02-20,ACC_BRIN_124_215,ACC_BRIN_124_215,11608530143.08,Belanja Barang,Belanja internet dan komunikasi,1
2023-08-28,ACC_KEMENDIKBUD_023_349,ACC_KEMENAG_025_580,90222330226.88,Belanja Subsidi,Subsidi bunga kredit program,0
2023-05-22,ACC_ESDM_020_923,ACC_KEMENDAGRI_010_041,3149907221.52,Belanja Lain-lain,Belanja operasi non-rutin,0
2023-01-18,ACC_KEMENHAN_012_494,ACC_BRIN_124_751,14009075715.74,Belanja Barang,Belanja ATK dan operasional kantor,0
2023-03-15,ACC_KEMENAG_025_888,ACC_PPATK_078_332,35875459613.01,Belanja Subsidi,Pembayaran subsidi,0
2023-07-25,ACC_PPATK_078_869,ACC_KEMENLU_011_521,15956129273.78,Belanja Pegawai,Gaji pegawai bulan berjalan,0
2023-12-12,ACC_KOMINFO_059_304,ACC_PERT_018_115,56694788968.49,Belanja Pembayaran Bunga Utang,Pembayaran bunga SBN,0
2023-04-24,ACC_ESDM_020_786,ACC_KEMENESDM_020_976,12639130041.45,Belanja Pegawai,Gaji pegawai bulan berjalan,0
2023-01-02,ACC_BPK_004_078,ACC_PERT_018_324,21933592295.95,Belanja Pembayaran Bunga Utang,Pembayaran kupon SUN,0
2023-10-24,ACC_KEMENDAGRI_010_967,ACC_KEU_015_371,14629196706.07,Belanja Modal,Pembangunan infrastruktur jalan,0
2023-03-28,ACC_KEMENPAREKRAF_040_971,ACC_KEMENHAN_012_022,48187982311.04,Belanja Modal,Pengadaan peralatan dan mesin,0
2023-10-05,ACC_KEMENESDM_020_651,ACC_KEMENAG_025_853,7589083801.82,Belanja Pegawai,Pembayaran THR,0
2023-08-21,ACC_KEMENKOPUKM_044_592,ACC_KOMINFO_059_426,13516358164.15,Belanja Pembayaran Bunga Utang,Pembayaran kupon SUN,0
2023-11-29,ACC_KEMENPERIN_019_454,ACC_POLRI_060_388,4332260615.95,Belanja Pegawai,Pembayaran gaji ke-13,0
2023-05-05,ACC_KEMENKOPUKM_044_523,ACC_SOS_027_482,5892410768.7,Belanja Pegawai,Honorarium kegiatan resmi,0
2023-05-19,ACC_KEMENESDM_020_012,ACC_KEMENDIKBUD_023_125,18753844890.44,Belanja Pembayaran Bunga Utang,Pembayaran imbal hasil obligasi,0
2023-03-18,ACC_KEMENDAGRI_010_580,ACC_PERT_018_718,162957512925.23,Belanja Subsidi,Subsidi bunga kredit program,0
2023-12-31,ACC_KEMENDAGRI_010_461,ACC_KEMENPAREKRAF_040_277,24077169732.52,Belanja Pembayaran Bunga Utang,Pembayaran kupon SUN,1
2023-08-13,ACC_BRIN_124_925,ACC_SOS_027_101,63448842019.34,Belanja Pembayaran Bunga Utang,Pembayaran imbal hasil obligasi,0
2023-08-06,ACC_KEMENDIKBUD_023_745,ACC_POLRI_060_376,17004277751.8,Belanja Lain-lain,Belanja lainnya sesuai ketentuan,0
2023-03-24,ACC_KEMENHAN_012_431,ACC_BPS_054_625,33874962257.27,Belanja Modal,Pembayaran termin proyek resmi,0
2023-05-04,ACC_KEMENHUB_022_141,ACC_ESDM_020_720,7330822531.5,Belanja Barang,Pengadaan barang operasional,0
2023-10-15,ACC_BPK_004_355,ACC_KEMENKOPUKM_044_343,12723148311.09,Belanja Pembayaran Bunga Utang,Pembayaran bunga SBN,0
2023-02-18,ACC_SOS_027_800,ACC_KEMENHUB_022_331,8993029036.46,Belanja Barang,Penyewaan jasa kebersihan,0
2023-07-07,ACC_ESDM_020_509,ACC_KEMENHAN_012_580,7698726699.74,Belanja Pegawai,Honorarium kegiatan resmi,0
2023-03-15,ACC_KEMENKOPUKM_044_251,ACC_BPS_054_450,18236954836.3,Belanja Pegawai,Pembayaran gaji ke-13,0
2023-01-21,ACC_KES_024_296,ACC_KEMENDIKBUD_023_298,24732804649.88,Belanja Subsidi,Subsidi energi,0
2023-02-10,ACC_KEMENLU_011_094,ACC_KEMENDIKBUD_023_132,20717506336.19,Belanja Barang,Belanja ATK dan operasional kantor,0
2023-02-22,ACC_ESDM_020_496,ACC_BRIN_124_229,9230062437.4,Belanja Barang,Belanja ATK dan operasional kantor,0
2023-12-07,ACC_KEU_015_671,ACC_KOMINFO_059_864,45656030114.95,Belanja Modal,Pembangunan/rehabilitasi gedung,0
2023-07-24,ACC_KEMENDIKBUD_023_189,ACC_KEMENPERIN_019_663,29919232343.13,Belanja Modal,Pengadaan peralatan dan mesin,0
2023-04-03,ACC_KEMENAG_025_262,ACC_KEMENDIKBUD_023_549,11733668505.69,Belanja Pembayaran Bunga Utang,Pembayaran bunga SBN,0
2023-06-23,ACC_KEMENHUB_022_317,ACC_KEMENHAN_012_937,10633550402.39,Belanja Pembayaran Bunga Utang,Pembayaran bunga pinjaman luar negeri,0
2023-09-27,ACC_BPJS_NA_871,ACC_KEMENDIKBUD_023_068,7114691958.44,Belanja Barang,Belanja ATK dan operasional kantor,0
2023-11-05,ACC_KEMENHAN_012_737,ACC_PERT_018_164,10863423551.58,Belanja Pembayaran Bunga Utang,Pembayaran bunga SBN,0
2023-06-21,ACC_BRIN_124_358,ACC_PERT_018_013,34983274804.82,Belanja Pembayaran Bunga Utang,Pembayaran bunga pinjaman luar negeri,0
2023-08-20,ACC_BPJS_NA_476,ACC_ESDM_020_471,25185839894.83,Belanja Subsidi,Subsidi pupuk,0
2023-03-31,ACC_KEMENPERIN_019_359,ACC_BPS_054_255,6784709398.39,Belanja Pegawai,Tunjangan kinerja triwulan,0
2023-10-07,ACC_POLRI_060_117,ACC_PUPR_033_610,31402243771.45,Belanja Lain-lain,Belanja operasi non-rutin,0
2023-10-24,ACC_KEMENDAG_090_594,ACC_KEMENLU_011_358,11125813482.14,Belanja Barang,Belanja internet dan komunikasi,0
2023-07-04,ACC_BPS_054_426,ACC_KEMENPAREKRAF_040_764,3054468087.83,Belanja Lain-lain,Belanja operasi non-rutin,0
2023-02-26,ACC_KEMENDAGRI_010_083,ACC_ESDM_020_330,6910976140.18,Belanja Pegawai,Honorarium kegiatan resmi,0
2023-03-27,ACC_KEU_015_457,ACC_KES_024_353,3543983593.04,Belanja Lain-lain,Cadangan risiko fiskal,0
2023-10-22,ACC_BPJS_NA_198,ACC_KEMENHUB_022_079,38144928004.07,Belanja Subsidi,Subsidi bunga kredit program,0
2023-11-04,ACC_KOMINFO_059_214,ACC_PPATK_078_643,26359963182.05,Belanja Subsidi,Subsidi pupuk,0
2023-11-18,ACC_KEMENPERIN_019_739,ACC_KES_024_557,37825884419.51,Belanja Pembayaran Bunga Utang,Pembayaran bunga SBN,0
2023-12-05,ACC_BPS_054_242,ACC_ESDM_020_741,14831711248.11,Belanja Modal,Pengadaan peralatan dan mesin,0
2023-08-21,ACC_KEMENPAREKRAF_040_869,ACC_PERT_018_804,11899964783.26,Belanja Pegawai,Tunjangan kinerja triwulan,0
2023-09-07,ACC_KEMENLU_011_077,ACC_PERT_018_489,11854078345.78,Belanja Pegawai,Pembayaran THR,0
2023-03-13,ACC_KEMENLU_011_202,ACC_KEMENAG_025_929,16030559715.39,Belanja Bantuan Sosial,Bansos tunai,0
2023-08-09,ACC_BPK_004_157,ACC_KEMENHAN_012_181,37160359394.39,Belanja Lain-lain,Belanja lainnya sesuai ketentuan,0
2023-12-31,ACC_BPK_004_270,ACC_POLRI_060_421,14612781483.08,Belanja Lain-lain,Belanja tak terduga,0
2023-01-24,ACC_KEMENLU_011_497,ACC_SOS_027_193,17182687483.38,Belanja Lain-lain,Belanja tak terduga,0
2023-02-10,ACC_KOMINFO_059_543,ACC_KEMENKOPUKM_044_036,44684594771.62,Belanja Subsidi,Subsidi energi,0
2023-09-10,ACC_BRIN_124_950,ACC_POLRI_060_877,27659676714.88,Belanja Barang,Penyewaan jasa kebersihan,0
2023-07-05,ACC_KEU_015_474,ACC_KEMENESDM_020_061,20333256391.06,Belanja Subsidi,Pembayaran subsidi,0
2023-04-21,ACC_KEMENDIKBUD_023_829,ACC_KEMENDAG_090_942,5978164718.62,Belanja Subsidi,Subsidi pupuk,0
2023-03-07,ACC_SOS_027_510,ACC_KEMENESDM_020_912,31358176635.86,Belanja Bantuan Sosial,Bantuan sosial kebencanaan,0
2023-06-25,ACC_KEMENPAREKRAF_040_123,ACC_BPK_004_231,18045047222.49,Belanja Barang,Belanja pemeliharaan rutin,0
2023-09-07,ACC_KEMENDAG_090_656,ACC_SOS_027_487,44736266061.52,Belanja Subsidi,Pembayaran kupon SUN,1
2023-11-29,ACC_PPATK_078_453,ACC_KEMENPERIN_019_158,8836623229.01,Belanja Pegawai,Pembayaran THR,0
2023-08-26,ACC_ESDM_020_153,ACC_KES_024_606,24265368611.02,Belanja Subsidi,Subsidi bunga kredit program,0
2023-04-25,ACC_POLRI_060_808,ACC_PUPR_033_731,2089309026.04,Belanja Bantuan Sosial,Bantuan program keluarga harapan,0
2023-07-25,ACC_POLRI_060_731,ACC_SOS_027_195,18957893648.31,Belanja Barang,Belanja pemeliharaan rutin,0
2023-12-11,ACC_BPS_054_082,ACC_KEMENAG_025_001,11133608537.96,Belanja Pembayaran Bunga Utang,Pembayaran bunga pinjaman luar negeri,0
2023-09-30,ACC_BPJS_NA_669,ACC_KEMENPAREKRAF_040_373,62989255894.82,Belanja Subsidi,Subsidi bunga kredit program,0
2023-07-20,ACC_BPK_004_192,ACC_KEMENDIKBUD_023_341,23893640962.56,Belanja Barang,Pengadaan barang operasional,0
2023-03-02,ACC_KES_024_988,ACC_PPATK_078_969,10106312590.7,Belanja Barang,Belanja internet dan komunikasi,0
2023-11-29,ACC_KEMENPERIN_019_866,ACC_KEMENHAN_012_083,33752563058.62,Belanja Lain-lain,Belanja tak terduga,0
2023-03-29,ACC_BRIN_124_721,ACC_KEMENPAREKRAF_040_692,7935567041.04,Belanja Modal,Pengadaan aset TIK,0
2023-03-06,ACC_BPS_054_380,ACC_PUPR_033_021,9981200300.48,Belanja Modal,Pembayaran termin proyek resmi,0
2023-02-05,ACC_POLRI_060_250,ACC_PPATK_078_661,24968709153.61,Belanja Pembayaran Bunga Utang,Pembayaran imbal hasil obligasi,0
2023-04-01,ACC_POLRI_060_176,ACC_KEMENESDM_020_126,20197945346.61,Belanja Pembayaran Bunga Utang,Pembayaran imbal hasil obligasi,0
2023-02-13,ACC_BPS_054_734,ACC_BRIN_124_941,29453776348.19,Belanja Pembayaran Bunga Utang,Pembayaran imbal hasil obligasi,0
2023-06-17,ACC_KEMENHAN_012_435,ACC_KES_024_030,27185953440.99,Belanja Barang,Pengadaan barang operasional,0
2023-09-05,ACC_SOS_027_696,ACC_BPJS_NA_253,3798851209.66,Belanja Pegawai,Pembayaran THR,0
2023-07-28,ACC_BPK_004_866,ACC_KEMENAG_025_382,12903617816.0,Belanja Subsidi,Subsidi pangan,0
2023-05-03,ACC_BPK_004_294,ACC_BPK_004_294,7843929581.95,Belanja Modal,Pengadaan aset TIK,1
2023-06-18,ACC_BRIN_124_057,ACC_POLRI_060_042,9143687258.82,Belanja Pegawai,Gaji pegawai bulan berjalan,0
2023-11-28,ACC_BPJS_NA_456,ACC_KEMENPAREKRAF_040_437,14390390678.85,Belanja Modal,Pembangunan infrastruktur jalan,0
2023-12-03,ACC_KEMENPERIN_019_182,ACC_KEMENAG_025_677,8017897899.04,Belanja Pegawai,Pembayaran THR,0
2023-09-08,ACC_KEMENPERIN_019_138,ACC_KEMENDIKBUD_023_218,23737284452.41,Belanja Subsidi,Subsidi pangan,0
2023-12-03,ACC_PUPR_033_087,ACC_KEMENPERIN_019_810,9746470421.38,Belanja Bantuan Sosial,Transfer bantuan sosial,0
2023-11-11,ACC_KEMENAG_025_664,ACC_KEMENESDM_020_156,14912915843.57,Belanja Modal,Pembayaran termin proyek resmi,0
2023-06-10,ACC_KEMENAG_025_386,ACC_SOS_027_485,15675231028.82,Belanja Subsidi,Pembayaran subsidi,0
2023-10-11,ACC_BPK_004_562,ACC_KEMENHAN_012_035,21649993754.9,Belanja Pegawai,Pembayaran gaji ke-13,0
2023-07-10,ACC_BRIN_124_388,ACC_BPJS_NA_696,15998839779.66,Belanja Pembayaran Bunga Utang,Pembayaran kupon SUN,0
2023-02-27,ACC_KEMENLU_011_039,ACC_BPJS_NA_505,26514690990.74,Belanja Bantuan Sosial,Transfer bantuan sosial,0
2023-01-25,ACC_KEMENHAN_012_316,ACC_KEMENESDM_020_496,21727767710.49,Belanja Barang,Belanja pemeliharaan rutin,0
2023-12-06,ACC_KEMENKOPUKM_044_740,ACC_KEMENAG_025_997,13435140061.03,Belanja Pembayaran Bunga Utang,Pembayaran bunga SBN,0
2023-04-21,ACC_KEMENLU_011_753,ACC_KEMENESDM_020_736,4684422105.91,Belanja Barang,Belanja pemeliharaan rutin,0
2023-10-06,ACC_BRIN_124_647,ACC_KEU_015_209,7290794158.86,Belanja Barang,Belanja ATK dan operasional kantor,0
2023-01-07,ACC_KEMENAG_025_222,ACC_PERT_018_077,29996700142.71,Belanja Modal,Pembayaran termin proyek resmi,0
2023-10-02,ACC_KEMENESDM_020_863,ACC_KEMENDAGRI_010_807,16272460926.07,Belanja Pembayaran Bunga Utang,Pembayaran bunga SBN,0
2023-09-28,ACC_KEMENDAG_090_447,ACC_BPS_054_157,9306232095.21,Belanja Modal,Pembayaran termin proyek resmi,0
2023-04-14,ACC_PPATK_078_300,ACC_KEMENKOPUKM_044_747,7917468950.46,Belanja Pembayaran Bunga Utang,Pembayaran imbal hasil obligasi,0
2023-10-01,ACC_KEMENHAN_012_261,ACC_BRIN_124_239,12832331314.34,Belanja Pegawai,Honorarium kegiatan resmi,0
2023-03-14,ACC_KEMENHAN_012_874,ACC_BPK_004_406,23429324759.75,Belanja Pembayaran Bunga Utang,Pembayaran imbal hasil obligasi,0
2023-09-17,ACC_KEMENKOPUKM_044_946,ACC_PUPR_033_259,7600991174.43,Belanja Pembayaran Bunga Utang,Pembayaran imbal hasil obligasi,0
2023-12-23,ACC_KEMENKOPUKM_044_154,ACC_BPJS_NA_900,18151436755.29,Belanja Bantuan Sosial,Bantuan pangan nontunai,0
2023-01-28,ACC_PERT_018_130,ACC_KOMINFO_059_066,22118600228.75,Belanja Bantuan Sosial,Bantuan sosial kebencanaan,0
2023-10-04,ACC_KEMENHUB_022_615,ACC_KEMENESDM_020_409,24997268284.98,Belanja Modal,Pembangunan/rehabilitasi gedung,0
2023-09-06,ACC_PPATK_078_945,ACC_KEMENLU_011_461,2787602028.68,Belanja Pegawai,Honorarium kegiatan resmi,0
2023-09-03,ACC_PERT_018_058,ACC_KEMENPAREKRAF_040_105,6271119955.74,Belanja Barang,Pengadaan barang operasional,0
2023-03-10,ACC_KEMENDAGRI_010_993,ACC_KEMENHAN_012_302,18718790045.49,Belanja Pembayaran Bunga Utang,Pembayaran bunga pinjaman luar negeri,0
2023-12-10,ACC_KEMENDAGRI_010_931,ACC_KEMENDAG_090_285,33473669181.69,Belanja Bantuan Sosial,Transfer bantuan sosial,0
2023-10-07,ACC_PPATK_078_787,ACC_KES_024_686,33440097734.86,Belanja Subsidi,Subsidi pangan,0
2023-11-08,ACC_KEMENDAGRI_010_646,ACC_KEMENPERIN_019_032,7797848295.89,Belanja Pembayaran Bunga Utang,Pembayaran kupon SUN,0
2023-09-12,ACC_KEMENESDM_020_945,ACC_PERT_018_735,24566407004.53,Belanja Pembayaran Bunga Utang,Pembayaran kupon SUN,0
2023-04-11,ACC_KOMINFO_059_467,ACC_POLRI_060_846,5506521521.22,Belanja Lain-lain,Belanja operasi non-rutin,0
2023-09-24,ACC_KEMENHAN_012_795,ACC_KEMENDAGRI_010_002,3532177680.89,Belanja Lain-lain,Belanja operasi non-rutin,0
2023-01-14,ACC_KEMENHAN_012_519,ACC_PERT_018_847,52805766575.59,Belanja Modal,Pengadaan peralatan dan mesin,0
2023-04-14,ACC_KEMENDAGRI_010_962,ACC_KEU_015_403,63587897517.97,Belanja Pembayaran Bunga Utang,Pembayaran bunga SBN,0
2023-11-10,ACC_KOMINFO_059_312,ACC_KEMENAG_025_437,6812680683.84,Belanja Lain-lain,Cadangan risiko fiskal,0
2023-02-12,ACC_KEMENDIKBUD_023_074,ACC_BPJS_NA_754,24889024430.22,Belanja Pembayaran Bunga Utang,Pembayaran imbal hasil obligasi,0
2023-12-16,ACC_KEMENHUB_022_144,ACC_PERT_018_329,14997677379.85,Belanja Bantuan Sosial,Bantuan program keluarga harapan,0
2023-07-07,ACC_KEMENPERIN_019_114,ACC_BPJS_NA_175,23666399945.12,Belanja Pembayaran Bunga Utang,Pembayaran bunga SBN,0
2023-06-10,ACC_KOMINFO_059_036,ACC_KES_024_381,4331962763.02,Belanja Pembayaran Bunga Utang,Pembayaran bunga SBN,0
2023-07-15,ACC_BPJS_NA_663,ACC_KEMENPERIN_019_456,35325291643.53,Belanja Modal,Pengadaan aset TIK,0
2023-08-10,ACC_POLRI_060_281,ACC_ESDM_020_225,24842160000.84,Belanja Bantuan Sosial,Bantuan pangan nontunai,0
2023-10-07,ACC_KEMENHUB_022_353,ACC_KEMENHAN_012_039,4079743338.77,Belanja Pegawai,Pembayaran THR,0
2023-07-17,ACC_ESDM_020_276,ACC_KEMENLU_011_172,22527339202.26,Belanja Pembayaran Bunga Utang,Pembayaran bunga SBN,0
2023-09-28,ACC_PPATK_078_935,ACC_KEMENDAG_090_554,9783765467.86,Belanja Barang,Belanja internet dan komunikasi,0
2023-08-10,ACC_KEMENAG_025_397,ACC_KES_024_566,74588561549.32,Belanja Subsidi,Subsidi bunga kredit program,0
2023-02-11,ACC_BPK_004_605,ACC_KEMENKOPUKM_044_260,6631503250.87,Belanja Pegawai,Gaji pegawai bulan berjalan,0
2023-10-23,ACC_BPK_004_348,ACC_KEMENHUB_022_429,30850368542.43,Belanja Subsidi,Subsidi energi,0
2023-02-04,ACC_BRIN_124_940,ACC_POLRI_060_402,158004173470.50845,Belanja Modal,Pembayaran termin proyek resmi,1
2023-03-28,ACC_KEMENPAREKRAF_040_515,ACC_BPK_004_165,11625228139.83,Belanja Modal,Pengadaan peralatan dan mesin,0
2023-10-24,ACC_BPK_004_916,ACC_KEMENKOPUKM_044_451,32469960212.27,Belanja Modal,Pengadaan peralatan dan mesin,0
2023-01-25,ACC_ESDM_020_551,ACC_KEU_015_421,125042127043.18,Belanja Subsidi,Subsidi bunga kredit program,0
2023-01-05,ACC_BPK_004_648,ACC_KEU_015_004,13809702327.94,Belanja Modal,Pembangunan infrastruktur jalan,0
2023-05-30,ACC_KEMENPAREKRAF_040_705,ACC_KEMENKOPUKM_044_139,17560210389.82,Belanja Pembayaran Bunga Utang,Pembayaran kupon SUN,0
2023-05-07,ACC_KEMENHUB_022_349,ACC_KEMENAG_025_743,17709888093.43,Belanja Barang,Belanja ATK dan operasional kantor,0
2023-07-19,ACC_BPS_054_846,ACC_PERT_018_079,13945238191.57,Belanja Pembayaran Bunga Utang,Pembayaran kupon SUN,0
2023-03-27,ACC_KEMENESDM_020_485,ACC_KEMENAG_025_271,16246976191.36,Belanja Modal,Pengadaan aset TIK,0
2023-12-06,ACC_PPATK_078_753,ACC_POLRI_060_704,7588277112.74,Belanja Barang,Penyewaan jasa kebersihan,0
2023-10-24,ACC_POLRI_060_627,ACC_BPS_054_901,9776756841.19,Belanja Lain-lain,Subsidi energi,1
2023-05-25,ACC_KEMENHAN_012_149,ACC_BPK_004_693,19985461449.99,Belanja Barang,Penyewaan jasa kebersihan,0
2023-12-29,ACC_KEMENHUB_022_650,ACC_KEMENHAN_012_209,26120305568.96,Belanja Pembayaran Bunga Utang,Pembayaran bunga SBN,0
2023-10-23,ACC_BPJS_NA_178,ACC_ESDM_020_766,39367944689.44,Belanja Pembayaran Bunga Utang,Pembayaran imbal hasil obligasi,0
2023-12-30,ACC_BPJS_NA_671,ACC_BPK_004_836,5353597869.67,Belanja Pembayaran Bunga Utang,Pembayaran bunga pinjaman luar negeri,0
2023-05-29,ACC_SOS_027_269,ACC_KEMENDIKBUD_023_701,13802525084.65,Belanja Modal,Pengadaan aset TIK,0
2023-04-15,ACC_KEMENHUB_022_466,ACC_KEMENDAGRI_010_764,50873454290.65,Belanja Barang,Pengadaan barang operasional,0
2023-04-11,ACC_KEMENPERIN_019_794,ACC_BPK_004_900,9638352468.21,Belanja Pegawai,Honorarium kegiatan resmi,0
2023-07-22,ACC_BPJS_NA_612,ACC_KEMENESDM_020_281,13937519486.07,Belanja Barang,Belanja internet dan komunikasi,0
2023-12-28,ACC_BPK_004_662,ACC_KEMENKOPUKM_044_351,23041071421.81,Belanja Lain-lain,Cadangan risiko fiskal,0
2023-07-06,ACC_KEMENAG_025_580,ACC_PUPR_033_915,18826089221.9,Belanja Pembayaran Bunga Utang,Pembayaran kupon SUN,0
2023-08-01,ACC_KEMENPERIN_019_406,ACC_KEMENKOPUKM_044_818,7146053650.73,Belanja Modal,Pengadaan aset TIK,0
2023-08-07,ACC_KEMENAG_025_421,ACC_BPS_054_319,9945528910.75,Belanja Lain-lain,Belanja lainnya sesuai ketentuan,0
2023-12-30,ACC_PERT_018_895,ACC_KEU_015_917,7291768250.51,Belanja Bantuan Sosial,Bantuan sosial kebencanaan,1
2023-02-05,ACC_KEMENKOPUKM_044_227,ACC_KEMENHUB_022_151,19787232536.54,Belanja Pegawai,Gaji pegawai bulan berjalan,0
2023-08-19,ACC_KEMENHAN_012_539,ACC_KEMENPAREKRAF_040_701,70877159768.04,Belanja Subsidi,Subsidi energi,0
2023-11-04,ACC_KES_024_587,ACC_BRIN_124_604,9447338130.48,Belanja Pembayaran Bunga Utang,Pembayaran imbal hasil obligasi,0
2023-07-21,ACC_KES_024_237,ACC_PPATK_078_599,6908943132.71,Belanja Pegawai,Honorarium kegiatan resmi,0
2023-12-05,ACC_KEMENAG_025_399,ACC_POLRI_060_439,49499206138.39,Belanja Modal,Pembayaran termin proyek resmi,0
2023-03-14,ACC_BPJS_NA_422,ACC_KEMENPERIN_019_643,9909966515.51,Belanja Pembayaran Bunga Utang,Pembayaran kupon SUN,0
2023-01-18,ACC_BPS_054_471,ACC_BPJS_NA_638,15905998548.31,Belanja Pegawai,Tunjangan kinerja triwulan,0
2023-12-27,ACC_KEMENLU_011_976,ACC_KOMINFO_059_614,4709924200.46,Belanja Subsidi,Subsidi pangan,0
2023-11-12,ACC_KEMENDAG_090_102,ACC_KEMENHUB_022_493,5296512456.5,Belanja Barang,Penyewaan jasa kebersihan,0
2023-06-16,ACC_KEMENDAGRI_010_140,ACC_BPK_004_094,16955739122.72,Belanja Subsidi,Subsidi pupuk,0
2023-01-04,ACC_KEMENDIKBUD_023_606,ACC_BPS_054_389,12342219515.93,Belanja Lain-lain,Belanja tak terduga,0
2023-03-22,ACC_KEMENHUB_022_512,ACC_BRIN_124_686,3862900887.73,Belanja Pegawai,Pembayaran gaji ke-13,0
2023-02-21,ACC_KEMENDAGRI_010_290,ACC_KEU_015_446,39851341200.71,Belanja Modal,Pembangunan infrastruktur jalan,0
2023-09-11,ACC_PUPR_033_937,ACC_BPJS_NA_925,19559498094.76,Belanja Pegawai,Honorarium kegiatan resmi,0
2023-02-25,ACC_KEMENAG_025_526,ACC_SOS_027_690,25574108278.93,Belanja Pegawai,Gaji pegawai bulan berjalan,0
2023-09-25,ACC_KEMENPERIN_019_883,ACC_KES_024_362,18432768743.11,Belanja Modal,Pembangunan infrastruktur jalan,0
2023-07-23,ACC_BPS_054_981,ACC_PPATK_078_259,8706788309.49,Belanja Pembayaran Bunga Utang,Pembayaran bunga pinjaman luar negeri,0
2023-04-23,ACC_PPATK_078_110,ACC_KOMINFO_059_655,23794218790.54,Belanja Modal,Pengadaan peralatan dan mesin,0
2023-05-25,ACC_KEMENPERIN_019_742,ACC_PERT_018_907,7309879251.76,Belanja Lain-lain,Belanja tak terduga,0
2023-08-07,ACC_KEU_015_177,ACC_KEMENESDM_020_104,20481753770.05,Belanja Pembayaran Bunga Utang,Pembayaran kupon SUN,0
2023-07-20,ACC_PPATK_078_811,ACC_SOS_027_899,23353319691.39,Belanja Barang,Penyewaan jasa kebersihan,0
2023-03-26,ACC_KES_024_117,ACC_SOS_027_362,18162756612.49,Belanja Bantuan Sosial,Bantuan program keluarga harapan,0
2023-08-03,ACC_KEMENAG_025_617,ACC_BPJS_NA_861,27029838397.35,Belanja Bantuan Sosial,Bantuan program keluarga harapan,0
2023-08-19,ACC_BPS_054_203,ACC_KEMENLU_011_362,24480880191.8,Belanja Pembayaran Bunga Utang,Pembayaran kupon SUN,0
2023-09-06,ACC_ESDM_020_656,ACC_KEMENDAGRI_010_795,8356376401.12,Belanja Lain-lain,Belanja tak terduga,0
2023-01-31,ACC_SOS_027_621,ACC_KEMENDAG_090_931,19374804123.84,Belanja Pembayaran Bunga Utang,Pembayaran imbal hasil obligasi,0
2023-06-09,ACC_PERT_018_529,ACC_BPJS_NA_267,15063074538.07,Belanja Pegawai,Pembayaran THR,0
2023-02-08,ACC_POLRI_060_109,ACC_KEMENPAREKRAF_040_429,50912241306.99,Belanja Modal,Pembayaran termin proyek resmi,0
2023-10-06,ACC_PERT_018_032,ACC_POLRI_060_945,22470250603.58,Belanja Modal,Pengadaan aset TIK,0
2023-09-04,ACC_KOMINFO_059_835,ACC_BPK_004_679,18695875574.69,Belanja Subsidi,Subsidi bunga kredit program,0
2023-01-11,ACC_KEMENESDM_020_049,ACC_KES_024_911,15720109840.4,Belanja Barang,Penyewaan jasa kebersihan,0
2023-07-20,ACC_KEMENKOPUKM_044_005,ACC_SOS_027_211,14038054324.4,Belanja Barang,Belanja internet dan komunikasi,0
2023-07-09,ACC_POLRI_060_188,ACC_KEU_015_837,39272035613.93,Belanja Modal,Belanja tak terduga,1
2023-06-06,ACC_PUPR_033_080,ACC_KEMENHUB_022_868,13594476167.91,Belanja Pegawai,Gaji pegawai bulan berjalan,0
2023-07-25,ACC_BRIN_124_626,ACC_KEMENHAN_012_518,14363585248.25,Belanja Pegawai,Gaji pegawai bulan berjalan,0
2023-07-24,ACC_PERT_018_995,ACC_KEU_015_838,29274292891.38,Belanja Pembayaran Bunga Utang,Pembayaran bunga SBN,0
2023-06-07,ACC_KEU_015_870,ACC_KEMENDAGRI_010_400,67912514930.9,Belanja Pembayaran Bunga Utang,Pembayaran kupon SUN,0
2023-02-18,ACC_KEMENDAG_090_206,ACC_KEU_015_218,11365139744.81,Belanja Pegawai,Pembayaran gaji ke-13,0
2023-10-06,ACC_KEMENAG_025_322,ACC_KEMENHAN_012_231,26718192919.38,Belanja Pembayaran Bunga Utang,Pembayaran bunga SBN,0
2023-07-29,ACC_PERT_018_633,ACC_KOMINFO_059_216,75541061797.06,Belanja Subsidi,Subsidi pupuk,0
2023-04-29,ACC_KEMENPAREKRAF_040_365,ACC_PERT_018_794,39568225583.99,Belanja Barang,Belanja internet dan komunikasi,0
2023-11-19,ACC_KOMINFO_059_268,ACC_KEMENHAN_012_803,4839352424.25,Belanja Pegawai,Gaji pegawai bulan berjalan,0
2023-06-16,ACC_BRIN_124_160,ACC_ESDM_020_743,54033151476.42,Belanja Barang,Belanja internet dan komunikasi,0
